No_;Description;Unit Price;Söluflokkur;Item Category Code;ABC-Item;Áfengisgjald (tegund);Base Unit of Measure;Millilítrar;Heiti umboðsmanns;Vendor No_
23006;Regnard Nuits-Saint-Georges 1er Cru;0;SÉRFLOKKUR;01;3;2;FL.;750;;420178-0349
23007;Regnard Pommard 1er Cru Epenots;0;SÉRFLOKKUR;01;3;2;FL.;750;;420178-0349
23008;Chateau La Tour Carnet Grand Cru Classe;0;SÉRFLOKKUR;01;3;2;FL.;750;;420178-0349
23011;Torres Sangre de Toro Tempranillo;2099;SÉRPÖNTUN;01;3;2;FL.;750;;601289-1489
23012;Gustave Lorentz Evidence Pinot Noir;2954;SÉRFLOKKUR;01;3;2;FL.;750;;541004-2890
23013;Bols Cocktail Pack 3x20 cl fl;3999;SÉRFLOKKUR;20;3;3;PKN;600;;420178-0349
23014;Bols Ginger;3399;SÉRPÖNTUN;20;3;3;FL.;500;;420178-0349
23015;Beluga Noble;8940;SÉRFLOKKUR;16;3;3;FL.;700;;571214-0320
23016;Beluga Gold Line í gjafaöskju;17022;SÉRFLOKKUR;16;3;3;GJAFAASKJA;700;;571214-0320
23017;The Farm Classic White;0;REYNSLA;02;3;2;FL.;750;;550609-1420
23018;The Farm Classic Red;0;REYNSLA;01;3;2;FL.;750;;550609-1420
23019;Watershed Shades Shiraz Cabernet Merlot;0;REYNSLA;01;3;2;FL.;750;;550609-1420
23020;Watershed Shades Sauvignon Blanc Semillon;0;REYNSLA;02;3;2;FL.;750;;550609-1420
23021;Opal Vodkaskot;2499;REYNSLA;20;0;3;PKN;300;;420369-7789
23022;Chateau Coutet 2005;0;SÉRFLOKKUR;02;3;2;FL.;375;;530303-2410
23023;Chateau d'Armailhac 2005;0;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23024;sjá vnr. 05067 Poggio alle Mura 2003;0;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23025;2013 Joseph Drouhin Chambertin-Clos de Beze;0;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23026;sjá 11932 Joseph Drouhin Echezeaux Propriété;0;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23027;2012 Joseph Drouhin Chambertin-Clos de Beze;0;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23028;2004 Joseph Drouhin Echezeaux Grand Cru Magnum;0;SÉRFLOKKUR;01;3;2;FL.;1500;;530303-2410
23029;Vadio Bairrada hvítt;2690;REYNSLA;02;0;2;FL.;750;;550394-2359
23030;Vadio Bairrada rautt;2690;REYNSLA;01;0;2;FL.;750;;550394-2359
23031;Nino Franco Rustico;2590;SÉRFLOKKUR;04;3;2;FL.;750;;550394-2359
23032;Moss Brothers Cabernet Merlot;2198;REYNSLA;01;0;2;FL.;750;;530303-2410
23033;Moss Brothers Chardonnay;1999;REYNSLA;02;0;2;FL.;750;;530303-2410
23034;Crazy Grapes;2180;REYNSLA;01;0;2;FL.;750;;550394-2359
23035;Time Waits For No One;2290;REYNSLA;01;0;2;FL.;750;;550394-2359
23036;Chanson Pernand-Vergelesses Premier Cru;5999;SÉRFLOKKUR;01;3;2;FL.;750;;470169-1419
23037;Chanson Nuits-Saint-Georges;6399;SÉRFLOKKUR;01;3;2;FL.;750;;470169-1419
23038;Bollinger La Cote aux Enfants Coteaux Champenois;13990;SÉRFLOKKUR;01;3;2;FL.;750;;470169-1419
23039;Glenfiddich The Original;24900;SÉRFLOKKUR;13;3;3;FL.;700;;470169-1419
23040;Ailsa Bay;16699;SÉRFLOKKUR;13;3;3;FL.;700;;470169-1419
23041;Beefeater 24;10599;SÉRFLOKKUR;17;3;3;FL.;1000;;550595-2579
23042;Longmorn The Distiller's Choice;11699;SÉRFLOKKUR;13;3;3;FL.;700;;550595-2579
23043;Fetzer Anthony's Hill Pinot Grigio;1799;SÉRPÖNTUN;02;3;2;FL.;750;;550595-2579
23044;Fetzer Anthony's Hill Merlot;1850;SÉRPÖNTUN;01;3;2;FL.;750;;550595-2579
23045;King Goblin Special Reserve;699;SÉRFLOKKUR;61;3;1;FL.;500;;601083-0789
23046;Ginger Beard;499;REYNSLA;62;0;1;FL.;500;;601083-0789
23047;Hobgoblin Gold;499;SÉRFLOKKUR;61;3;1;DS.;500;;601083-0789
23048;Saint James Cuvee 1765;9890;SÉRFLOKKUR;14;3;3;FL.;700;;601083-0789
23049;Label 5 Extra Rare 18 ára;11989;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23050;Santiago de Cuba 25 ára;0;SÉRFLOKKUR;14;3;3;FL.;700;;601083-0789
23051;Weihenstephaner Korbinian Doppelbock;899;SÉRFLOKKUR;60;3;1;FL.;500;;601083-0789
23052;Duvel Tripel Hop;799;SÉRFLOKKUR;61;3;1;FL.;330;;601083-0789
23054;Boyne Pagan's Pillar Sparkling Copper Ale;0;SÉRFLOKKUR;61;3;1;FL.;500;;601083-0789
23055;Boyne Born in a day APA;0;SÉRFLOKKUR;61;3;1;FL.;500;;601083-0789
23056;Macan;7567;SÉRFLOKKUR;01;3;2;FL.;750;;460999-2519
23057;Heitz Cellar Trailside Vineyard Cabernet Sauvignon;12345;SÉRFLOKKUR;01;3;2;FL.;750;;460999-2519
23058;Clos Manou;6785;SÉRFLOKKUR;01;3;2;FL.;750;;460999-2519
23059;Porto Cruz Colheita;6990;SÉRFLOKKUR;05;3;3;FL.;750;;601083-0789
23060;Gran Cruz 20 ára;9990;SÉRFLOKKUR;05;3;3;KASSI;750;;601083-0789
23061;Porto Cruz 30 ára;11990;SÉRFLOKKUR;05;3;3;FL.;750;;601083-0789
23062;Porto Cruz 40 ára;13990;SÉRFLOKKUR;05;3;3;FL.;750;;601083-0789
23063;Campo Viejo Reserva, Campo Viejo Tempranillo ;5599;SÉRFLOKKUR;01;3;2;ASKJA;1500;;550595-2579
23064;Boulevard The Calling Double India Pale Ale;0;SÉRFLOKKUR;61;3;1;FL.;355;;601083-0789
23065;Bacardi Carta Fuego;0;SÉRFLOKKUR;14;3;3;FL.;700;;550595-2579
23066;Jack Daniel's Master Distiller Limited Edition No1;9999;SÉRFLOKKUR;13;3;3;FL.;1000;;550595-2579
23067;Tommasi Casisano Brunello di Montalcino;5599;SÉRFLOKKUR;01;3;2;FL.;750;;550595-2579
23068;Boulevard Tank 7 Farmhouse Ale;0;SÉRFLOKKUR;61;3;1;FL.;355;;601083-0789
23069;Arthur Metz Cremant d'Alsace Demi-Sec;0;SÉRFLOKKUR;04;3;2;FL.;750;;550595-2579
23070;LaCheteau Sancerre Boisjoli;0;SÉRFLOKKUR;02;3;2;FL.;750;;550595-2579
23071;Iscay Malbec & Cabernet Franc;0;SÉRFLOKKUR;01;3;2;FL.;750;;550595-2579
23072;Carta Roja Gran Reserva Monastrell;2449;KJARNI;01;3;2;FL.;750;;530303-2410
23073;Carta Roja Crianza Monastrell Syrah;1999;REYNSLA;01;0;2;FL.;750;;530303-2410
23074;sol y sombra Sangria;998;REYNSLA;06;0;2;FL.;750;;530303-2410
23075;Made in Mendoza Malbec;1498;REYNSLA;01;0;2;FL.;750;;530303-2410
23076;Finca Garbet;16666;SÉRFLOKKUR;01;3;2;FL.;750;;460999-2519
23077;Wageck Sauvignon Blanc;3295;SÉRFLOKKUR;02;3;2;FL.;750;;470214-1200
23078;Wageck Spatburgunder rautt;2994;SÉRFLOKKUR;01;3;2;FL.;750;;470214-1200
23079;Gusbourne Twenty Twelve Rose;8993;SÉRFLOKKUR;04;3;2;FL.;750;;470214-1200
23080;Gusbourne Guinevere hvítt;5294;SÉRFLOKKUR;02;3;2;FL.;750;;470214-1200
23081;Toni Hartl Blaufrankisch;3395;SÉRFLOKKUR;01;3;2;FL.;750;;470214-1200
23082;Albert Bichot Chablis Domaine Long-Depaquit;2998;KJARNI;02;3;2;FL.;750;;430913-0690
23083;Trivento Golden Reserve Cabernet Sauvignon;2999;KJARNI;01;2;2;FL.;750;;570169-0339
23084;Crystal Bay Sauvignon Blanc;2299;SÉRPÖNTUN;02;3;2;FL.;750;;570169-0339
23085;Bontadini Toscana Rosso;2199;KJARNI;01;3;2;FL.;750;;570169-0339
23086;Balestino Tempranillo;1899;KJARNI;01;3;2;FL.;750;;570169-0339
23087;Fontanafredda Ebbio Langhe Nebbiolo;2593;SÉRPÖNTUN;01;3;2;FL.;750;;700103-3660
23088;Fontanafredda Barolo Serralunga d'Alba;4850;SÉRFLOKKUR;01;3;2;FL.;750;;700103-3660
23089;Albert Bichot Meursault Clos du Cromin;0;SÉRFLOKKUR;02;3;2;FL.;750;;430913-0690
23090;Domaine du Pavillon Pommard 1er Cru - Les Rugiens;0;SÉRFLOKKUR;01;3;2;FL.;750;;430913-0690
23091;Albert Bichot Nuits-St-Georges 1er Cru Ch.Gris Mon;7821;SÉRFLOKKUR;01;3;2;FL.;750;;430913-0690
23092;The Dalmore 18 ára;18499;SÉRFLOKKUR;13;3;3;FL.;700;;420178-0349
23093;Gustave Lorentz Cremant d'Alsace Brut;7400;SÉRFLOKKUR;04;3;2;FL.;1500;;541004-2890
23094;La Spinetta Casanova Chianti Riserva;3280;SÉRFLOKKUR;01;3;2;FL.;750;;700103-3660
23095;Strongbow Red Berries;339;SÉRFLOKKUR;06;3;2;FL.;330;;470169-1419
23096;Disaronno;5699;KJARNI;20;3;3;FL.;700;;420369-7789
23097;Rekorderlig Wild Berries ;229;REYNSLA;06;1;2;DS.;330;;470710-0390
23098;Don Julio Blanco;9399;SÉRFLOKKUR;15;3;3;FL.;700;;420369-7789
23099;Don Julio Reposado;10299;REYNSLA;15;1;3;FL.;700;;420369-7789
23100;Ölfabrikken Pale Ale;229;KJARNI;61;0;1;DS.;330;;470710-0390
23101;Cono Sur Single Vineyard Block 10 Loma Roja Sauv.B;2690;SÉRFLOKKUR;02;3;2;FL.;750;;550394-2359
23102;Cono Sur Single Vineyard Block 25 La Palma Syrah;2790;SÉRFLOKKUR;01;3;2;FL.;750;;550394-2359
23103;Cono Sur 20 Barrels Pinot Noir;3390;SÉRFLOKKUR;01;3;2;FL.;750;;550394-2359
23104;Cono Sur Bicicleta Syrah;6590;SÉRPÖNTUN;01;3;2;BOX;3000;;550394-2359
23105;Finca Sobreno Tempranillo Organic;2390;REYNSLA;01;0;2;FL.;750;;550394-2359
23106;Finca Sobreno Crianza;2590;REYNSLA;01;0;2;FL.;750;;550394-2359
23107;La Mora Vermentino Maremma Toscana;1999;SÉRFLOKKUR;02;3;2;FL.;750;;550394-2359
23108;Cecchi Chianti Governo All'Uso Toscano;2150;REYNSLA;01;0;2;FL.;750;;550394-2359
23109;La Mora Maremma Toscana rautt;2190;KJARNI;01;3;2;FL.;750;;550394-2359
23110;Cecchi Natio Chianti Organic;2290;REYNSLA;01;0;2;FL.;750;;550394-2359
23111;Jean Gamay Noir;0;;01;0;2;FL.;750;;451115-1460
23112;Erse Etna Bianco;3490;REYNSLA;02;0;2;FL.;750;;550394-2359
23113;Erse Etna Rosso;3490;REYNSLA;01;0;2;FL.;750;;550394-2359
23114;American Wings Zinfandel;1898;REYNSLA;01;0;2;FL.;750;;540296-2279
23115;American Wings Chardonnay;1898;REYNSLA;02;0;2;FL.;750;;540296-2279
23116;Knob Creek straight Rye Whiskey;13499;SÉRFLOKKUR;13;3;3;FL.;700;;420178-0349
23117;Booker's Bourbon Batch 2015-02;19999;SÉRFLOKKUR;13;3;3;FL.;700;;420178-0349
23118;Harboe Classic;189;KJARNI;60;3;1;DS.;330;;470710-0390
23119;Lúther Hoppy Blonde nr. 48;494;TÍMABIL;61;1;1;FL.;330;;420369-7789
23120;Tito's Handmade Vodka;6699;REYNSLA;16;1;3;FL.;700;;501117-0210
23121;Breezer Strawberry;409;KJARNI;23;1;3;FL.;275;;550595-2579
23122;Lander Brau;298;KJARNI;60;3;1;DS.;500;;470710-0390
23123;Lander Brau;149;REYNSLA;60;0;1;DS.;330;;470710-0390
23124;Braastad VS;7299;SÉRPÖNTUN;10;3;3;FL.;700;;420178-0349
23125;Ölvisholt OMG páskabjór;474;TÍMABIL;61;1;1;FL.;330;;480414-1010
23126;Young Brute;0;REYNSLA;01;3;2;FL.;750;;530303-2410
23127;Luc Belaire Luxe;0;REYNSLA;04;3;2;FL.;750;;130163-2549
23128;Johnnie Walker Red Rye Finish;6999;REYNSLA;13;1;3;FL.;700;;420369-7789
23129;Stone Go To IPA;399;KJARNI;61;3;1;DS.;330;;670616-1690
23130;Stone IPA;538;KJARNI;61;3;1;DS.;330;;670616-1690
23131;Stone Ruination Double IPA;698;REYNSLA;61;0;1;DS.;330;;670616-1690
23132;Amore Passo Rosso;1799;REYNSLA;01;0;2;FL.;750;;550595-2579
23133;Himbrimi Gin;7999;REYNSLA;17;3;3;FL.;500;;570169-0339
23135;Canti Puglia Negroamaro Primitivo;5598;KJARNI;01;3;2;BOX;3000;;470710-0390
23136;Canti Terre Siciliane Catarratto Chardonnay;5498;KJARNI;02;3;2;BOX;3000;;470710-0390
23137;Conte Ricci Piemonte Barbera;5650;REYNSLA;01;0;2;BOX;3000;;550595-2579
23138;Amore Passo Rosso;5650;REYNSLA;01;0;2;BOX;3000;;550595-2579
23139;Louis Pascal Touraine Sauvignon Blanc;0;REYNSLA;02;0;2;BOX;3000;;550595-2579
23140;New York Red;0;REYNSLA;01;0;2;FL.;750;;530303-2410
23141;New York White;0;REYNSLA;02;0;2;FL.;750;;530303-2410
23142;Brotherhood Merlot;1999;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23143;Brotherhood Cabernet Sauvignon;1999;SÉRFLOKKUR;01;3;2;FL.;750;;530303-2410
23144;Brotherhood Chardonnay;1498;REYNSLA;02;0;2;FL.;750;;530303-2410
23146;Harboe Paske Bryg;259;TÍMABIL;60;1;1;DS.;330;;470710-0390
23147;Bleiki fíllinn áramótabjór C6;0;REYNSLA;61;0;1;FL.;330;;420369-7789
23148;Páskapúki ;429;TÍMABIL;61;1;1;FL.;330;;470169-1419
23149;Segull 67 Hérastubbur Páskabjór;398;TÍMABIL;61;1;1;FL.;330;;471289-2569
23150;Söl;6499;SÉRFLOKKUR;18;3;3;FL.;500;;470169-1419
23151;Hvönn;6499;SÉRFLOKKUR;18;3;3;FL.;500;;470169-1419
23152;Pablo Y Walter Malbec;2199;SÉRPÖNTUN;01;3;2;FL.;750;;420369-7789
23153;Masi Costasera Amarone ;3199;SÉRFLOKKUR;01;3;2;FL.;375;;420369-7789
23154;Ihringer 3x25 cl fl í gjafakörfu;2990;SÉRFLOKKUR;02;3;2;KARFA;750;;601083-0789
23155;Borg Garún, Snorri, Leifur;2690;SÉRFLOKKUR;61;3;1;GJAFAASKJA;990;;420369-7789
23156;Brennivín í ullarsokk;7404;KJARNI;18;3;3;FL.;700;;420369-7789
23157;Tivoli Vienna Note Pils;169;REYNSLA;60;0;1;FL.;330;;410999-2859
23158;Tivoli Golden Tower IPA;199;REYNSLA;61;0;1;FL.;330;;410999-2859
23159;Tivoli Rose Leaf Amber Ale;219;REYNSLA;61;0;1;FL.;330;;410999-2859
23160;Tivoli Gardens of Danish Crafted Beer;1299;SÉRFLOKKUR;61;3;1;ASKJA;990;;410999-2859
23161;Echo Falls Shiraz;1589;KJARNI;01;3;2;FL.;750;;470710-0390
23162;Echo Falls Sauvignon Blanc;1548;KJARNI;02;3;2;FL.;750;;470710-0390
23163;Echo Falls Pinot Grigio;1498;KJARNI;02;3;2;FL.;750;;470710-0390
23164;Echo Falls Chardonnay;1598;KJARNI;02;3;2;FL.;750;;470710-0390
23165;Echo Falls Cabernet Sauvignon;1498;KJARNI;01;3;2;FL.;750;;470710-0390
23166;Echo Falls Merlot;1648;KJARNI;01;3;2;FL.;750;;470710-0390
23167;Kumala Cape Classics rautt;1598;KJARNI;01;3;2;FL.;750;;470710-0390
23168;Kumala Cape Classics hvítt;1498;KJARNI;02;3;2;FL.;750;;470710-0390
23169;Budweiser Budvar Dark 30 l kút.;21900;SÉRPÖNTUN;60;3;1;KÚT.;30000;;550394-2359
23171;Tariquet Classic;5999;REYNSLA;02;0;2;BOX;3000;;491007-1680
23172;Al-muvedre Tinto Monastrell;2250;REYNSLA;01;0;2;FL.;750;;491007-1680
23173;Nicolas Feuillatte Brut Reserve;1499;REYNSLA;04;1;2;FL.;200;;420178-0349
23177;Páska Tumi;0;TÍMABIL;61;1;1;DS.;330;;660810-0800
23178;Fresita Blueberry & Raspberry;1498;SÉRPÖNTUN;06;3;2;FL.;750;;570169-0339
23179;Innis & Gunn Lager;399;;60;0;1;DS.;500;;570169-0339
23180;Innis & Gunn Rum Finish Oak Aged Beer;499;SÉRFLOKKUR;61;3;1;FL.;330;;570169-0339
23181;Leffe Blonde;999;SÉRFLOKKUR;61;3;1;FL.;750;;420178-0349
23182;Moosehead Pale Ale;299;KJARNI;61;3;1;FL.;350;;601083-0789
23183;Bulldog London Dry Gin;0;REYNSLA;17;0;3;FL.;1000;;601289-1489
23184;Teeling Whiskey Small Batch;10499;SÉRFLOKKUR;13;3;3;FL.;700;;501117-0210
23185;Teeling Whiskey Single Grain;11499;SÉRFLOKKUR;13;3;3;FL.;700;;501117-0210
23186;Teeling Whiskey Single Malt;11999;SÉRFLOKKUR;13;3;3;FL.;700;;501117-0210
23187;Adobe Reserva Rose Organic Wine;2099;SÉRFLOKKUR;03;3;2;FL.;750;;420178-0349
23188;Adobe Reserva Rose Organic Wine;5999;SÉRPÖNTUN;03;3;2;BOX;3000;;420178-0349
23189;Adobe Reserva Organic Wine Cabernet Sauvignon;6799;KJARNI;01;3;2;BOX;3000;;420178-0349
23190;Emiliana Brut Organic;2399;KJARNI;04;3;2;FL.;750;;420178-0349
23191;Mikkeller Spontanbasil w/Lindermans Lambic Beer;2358;SÉRPÖNTUN;62;3;1;FL.;750;;670169-6189
23192;di Lenardo Gossip Pinot Grigio Ramato;1999;SÉRFLOKKUR;02;3;2;FL.;750;;681215-1740
23193;di Lenardo Just Me;2990;KJARNI;01;3;2;FL.;750;;681215-1740
23194;Chateau Haut Lartigue;2499;KJARNI;01;3;2;FL.;750;;470105-2240
23195;VIPink;2096;REYNSLA;03;0;2;FL.;750;;470105-2240
23196;Bottega Rose Gold;3699;REYNSLA;04;0;2;FL.;750;;601289-1489
23198;Inchmurrin 12 ára;11129;SÉRPÖNTUN;13;3;3;FL.;700;;501117-0210
23199;Inchmurrin 18 ára;15890;SÉRPÖNTUN;13;3;3;FL.;700;;501117-0210
23200;Glen Scotia Double Cask;11129;SÉRFLOKKUR;13;3;3;FL.;700;;501117-0210
23201;Glen Scotia 15 ára Single Malt;13249;SÉRFLOKKUR;13;3;3;FL.;700;;501117-0210
23202;Aycayia India Pale Ale nr. C4;489;TÍMABIL;61;1;1;DS.;330;;420369-7789
23203;Ástríkur Belgian Pale Ale nr. 51;449;TÍMABIL;61;1;1;FL.;330;;420369-7789
23204;Evil Twin Old Fashioned Lemonade IPA;902;SÉRPÖNTUN;61;3;1;DS.;330;;670616-1690
23205;The Conversion;2227;SÉRPÖNTUN;61;3;1;FL.;750;;670616-1690
23206;Canti Merlot;1398;KJARNI;01;3;2;FL.;750;;470710-0390
23208;Auchentoshan 12 ára;8999;KJARNI;13;3;3;FL.;700;;420178-0349
23209;Sumargull;0;TÍMABIL;60;1;1;DS.;330;;420369-7789
23210;Sogno di Ulisse Chardonnay Malvasia;1999;REYNSLA;02;0;2;FL.;750;;490708-0140
23211;Sogno di Ulisse Sangiovese Cabernet Sauvignon;1999;REYNSLA;01;0;2;FL.;750;;490708-0140
23213;Tenuta Ulisse Merlot rósavín;2199;REYNSLA;03;0;2;FL.;750;;490708-0140
23214;Garún Garún nr. 19.2;3200;SÉRFLOKKUR;61;3;1;FL.;330;;420369-7789
23215;Lóan nr. C7;777;SÉRFLOKKUR;61;3;1;FL.;330;;420369-7789
23216;Chocosourus Sour Ale nr. C8;797;SÉRFLOKKUR;61;3;1;FL.;330;;420369-7789
23217;Glenfarclas 12 ára;12556;SÉRFLOKKUR;13;3;3;FL.;1000;;451115-1460
23218;Dinkelacker Privat;318;SÉRFLOKKUR;60;3;1;FL.;330;;620601-2170
23219;Das Schwartze;525;SÉRFLOKKUR;60;3;1;FL.;500;;620601-2170
23220;Rioja Vega Tempranillo Rosado;2489;REYNSLA;03;0;2;FL.;750;;451115-1460
23221;Domaine des Gravennes Cotes-du-Rhone Biologique;2398;REYNSLA;01;0;2;FL.;750;;451115-1460
23222;Jean Loron Syrah;2121;REYNSLA;01;0;2;FL.;750;;451115-1460
23223;Jean Loron Cabernet Sauvignon;2121;REYNSLA;01;0;2;FL.;750;;451115-1460
23224;Úlfur Úlfur Úlfur;989;TÍMABIL;61;1;1;FL.;330;;420369-7789
23225;McDonald's Traditional Ben Nevis;11313;SÉRFLOKKUR;13;3;3;FL.;700;;660509-0970
23226;Nevis Dew 12 ára;0;REYNSLA;13;0;3;FL.;700;;660509-0970
23227;Sureo Sangria;410;REYNSLA;06;0;2;FL.;330;;420317-0930
23228;Moskovskaya Street Vodka & Lemon;779;REYNSLA;23;0;3;FL.;275;;660509-0970
23229;Allegrini Valpolicella Superiore;2790;KJARNI;01;3;2;FL.;750;;681215-1740
23230;Poggio Al Tesoro Cassiopea rósavín;2390;REYNSLA;03;0;2;FL.;750;;681215-1740
23231;di Lenardo Pinot Grigio Monovitigno;1990;REYNSLA;02;1;2;FL.;750;;681215-1740
23232;di Lenardo Sauvignon Monovitigno;1990;REYNSLA;02;1;2;FL.;750;;681215-1740
23233;di Lenardo Cabernet;1990;REYNSLA;01;0;2;FL.;750;;681215-1740
23234;Ramon Bilbao Gran Reserva;3499;KJARNI;01;3;2;FL.;750;;420369-7789
23235;The Whistler Natural Cask 7 ára;13990;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23236;The Whistler 10 ára;10889;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23237;The Whistler The Blue Note 7 ára;9999;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23238;Glen Moray 15 ára Elgin heritage;10699;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23239;Glen Moray;6999;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23240;Glen Moray 12 ára;7398;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23241;Glen Moray Peated;7299;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23242;Glen Moray Sherry Cask Finish;7299;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23243;Glen Moray Chardonnay Cask Finish;7299;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23244;Glen Moray Port Cask Finish;7299;SÉRFLOKKUR;13;3;3;FL.;700;;601083-0789
23245;Marina Alta hvítt;1967;REYNSLA;02;0;2;FL.;750;;550394-2359
23246;Laudum Chardonnay;2253;REYNSLA;02;0;2;FL.;750;;550394-2359
23247;Laudum Roble Monastrell & Syrah;2405;REYNSLA;01;0;2;FL.;750;;550394-2359
23248;Bunnahabhain Ceobanach;11999;SÉRFLOKKUR;13;3;3;FL.;700;;570169-0339
23249;Ledaig 18 ára;15598;SÉRFLOKKUR;13;3;3;FL.;700;;570169-0339
23250;Deanston 18 ára;13998;SÉRFLOKKUR;13;3;3;FL.;700;;570169-0339
23251;Bryggjan Brugghús Pale Ale;599;REYNSLA;61;1;1;DS.;440;;510515-1020
23252;Bryggjan Brugghús N.E. IPA;0;REYNSLA;61;3;1;DS.;440;;510515-1020
23253;Bryggjan Brugghús Pilsner;499;REYNSLA;60;1;1;DS.;440;;510515-1020
23254;Solms Delta Chenin Blanc;2090;REYNSLA;02;0;2;FL.;750;;550394-2359
23255;Solms Delta Shiraz;2090;REYNSLA;01;0;2;FL.;750;;550394-2359
23256;1884 Estate Grown Sangiovese;2947;SÉRFLOKKUR;01;3;2;FL.;750;;600112-1390
23257;Antica Formula Vermouth;3499;SÉRFLOKKUR;21;3;3;FL.;375;;420178-0349
23258;Founders Lizard of Koz;2889;SÉRFLOKKUR;61;3;1;FL.;750;;670616-1690
23259;Jean Loron Chateauneuf-du Pape;5230;REYNSLA;01;3;2;FL.;750;;451115-1460
23260;Palm;1395;SÉRFLOKKUR;61;3;1;FL.;750;;700103-3660
23261;Wychwood Gratis Gluten Free;399;REYNSLA;60;0;1;FL.;330;;601083-0789
23262;Damm Lemon;274;REYNSLA;60;0;1;FL.;330;;420317-0930
23263;Sæmundur Mango Pale Ale nr. 49;434;KJARNI;61;2;1;DS.;330;;420369-7789
23264;Veramonte Cabernet Sauvignon;2198;REYNSLA;01;0;2;FL.;750;;530303-2410
23265;Veramonte Chardonnay;2198;REYNSLA;02;0;2;FL.;750;;530303-2410
23266;Marques de Riscal Organic hvítt;2131;KJARNI;02;3;2;FL.;750;;530303-2410
23267;Bell'Agio Chianti;1499;KJARNI;01;3;2;FL.;375;;530303-2410
23269;Banfi Stil Novo Governo All'Uso Toscano;2375;REYNSLA;01;0;2;FL.;750;;530303-2410
23270;Banfi Rivo Al Poggio rautt;0;REYNSLA;01;0;2;BOX;3000;;530303-2410
23271;Freixenet Mia rósavín;1690;KJARNI;03;3;2;FL.;750;;700103-3660
23272;Segull 67 Sumar;0;TÍMABIL;61;1;1;DS.;330;;471289-2569
23273;Albert Bichot Meursault 1er Cru l'Charmes Pavillon;7745;REYNSLA;02;1;2;FL.;750;;430913-0690
23274;EO Albarino the ocean collection;2950;SÉRPÖNTUN;02;3;2;FL.;750;;670616-1690
23275;Benito Santos Mencia;2499;REYNSLA;01;0;2;FL.;750;;670616-1690
23276;Benito Santos Igrexario de Saiar Albarino;2499;SÉRPÖNTUN;02;3;2;FL.;750;;670616-1690
23278;Tommasi Pinot Grigio;6799;KJARNI;02;2;2;BOX;3000;;550595-2579
23279;La Baume Pinot Noir Rose;2199;KJARNI;03;3;2;FL.;750;;550595-2579
23280;JP. Chenet Ice Edition;1799;KJARNI;04;2;2;FL.;750;;550595-2579
23281;Tommasi Baciorosa Appassionato rósavín;2250;KJARNI;03;3;2;FL.;750;;550595-2579
23282;Grevens Engelsk Tangy Apple;491;REYNSLA;06;0;2;DS.;500;;550609-1420
23283;Grevens Skogsbær - sjá vnr. 22004;0;REYNSLA;06;0;2;DS.;500;;550609-1420
23284;Jim Beam Double Oak;7999;SÉRFLOKKUR;13;3;3;FL.;700;;420178-0349
23285;Gentleman Jack Tennessee Whiskey;8599;KJARNI;13;3;3;FL.;700;;550595-2579
23286;Casa Nostra Organica;2195;REYNSLA;01;0;2;FL.;750;;491007-1680
23287;Chateau de la Ragotiere Cuvee Amelie;2395;REYNSLA;02;0;2;FL.;750;;491007-1680
23288;Java Pay Gin & Tonic;0;REYNSLA;23;0;3;DS.;330;;620601-2170
23289;Daura Damm Gluten Free;399;KJARNI;60;3;1;DS.;330;;550394-2359
23292;Clacson Sauvignon Blanc;1999;SÉRPÖNTUN;02;3;2;FL.;750;;420178-0349
23293;Clacson Pinot Noir;1999;REYNSLA;01;0;2;FL.;750;;420178-0349
23294;Clacson Grenache Syrah Mourvedre;1999;REYNSLA;01;0;2;FL.;750;;420178-0349
23295;Geyser Peak Cabernet Sauvignon;2199;SÉRPÖNTUN;01;3;2;FL.;750;;420178-0349
23296;Geyser Peak Zinfandel;2199;SÉRPÖNTUN;01;3;2;FL.;750;;420178-0349
23298;Paulaner Hefe-Weissbier Dunkel;499;REYNSLA;62;0;1;FL.;500;;690416-1580
23299;Einstök Arctic Pale Ale;399;KJARNI;61;1;1;DS.;330;;470169-1419
23300;Einstök White Ale;396;KJARNI;62;1;1;DS.;330;;470169-1419
23301;Freixenet Prosecco;2290;KJARNI;04;3;2;FL.;750;;700103-3660
23302;Freixenet Ice Cuvee Especial;1990;KJARNI;04;3;2;FL.;750;;700103-3660
